state,year,vehicle_segment,ev_share,ice_share,total_registrations,conversion_pressure,ev_yoy_growth,ice_yoy_change,transition_index,ev_share_t-1,ev_share_t-2,transition_index_t-1,ev_yoy_growth_t-1,ice_yoy_change_t-1,infra_yoy_growth_t-1,fast_charger_index_t-1,stations_per_10k_vehicles_t-1,avg_ev_subsidy_rs,subsidy_yoy_change,fuel_price_rs_per_litre,fuel_price_yoy_change,avg_income_index,high_infra_flag,high_subsidy_flag,ev_share_t+1,ev_share_t+2,ev_share_t+3,ev_vehicle_registrations,ice_vehicle_registrations,charging_stations,fast_charger_pct,road_tax_exemption,registration_fee_waiver,policy_start_year,ev_adoption_rate,prev_year_ev,prev_year_ice,ice_to_ev_conversion_rate,yoy_growth_rate,segment_market_share,stations_per_1000_evs,infrastructure_gap,infrastructure_status,policy_score,policy_roi,policy_strength_category,fast_charging_score,fast_charging_category,economic_viability_index,economic_favorability,fuel_to_income_ratio,policy_age_years,policy_maturity_stage,cagr
Bihar,2020,3W,0.1385833438561336,0.8614166561438216,22300767.999999,0.1608782254086929,-0.0107414297749859,0.0233281656207922,-0.0340695953957781,0.1426751364299483,0.1288466605476642,0.1274711971156377,0.1457256871720187,0.018254490056381,0.8016194331983806,4.628,0.4064594905772599,47256.09756097561,0.0326748160593246,102.31443089430894,-0.0015025161230607,1.0184959349593496,1,0,0.1314001761350306,0.1305219325640912,0.1319474910759347,3090514.999999861,19210252.99999914,906.4358800761659,100.0,0,0,2018,13.85833438561398,3124071.9999998566,18772328.999999143,-0.17875777807015614,-1.0741426336707671,34.846140463371924,0.2932960623314259,-9.706703937668575,Severe Shortage,4.725609756097561,2.932602373213797,Moderate,906.4358800761659,Very High,0.995456775800726,Neutral,1.0045639592895628,6,Established,-0.3535028940772178
Bihar,2021,3W,0.1314001761350306,0.8685998238649207,20531973.999999,0.1512779777831124,-0.1270370795805877,-0.0716379945646733,-0.0553990850159143,0.1385833438561336,0.1426751364299483,-0.0340695953957781,-0.0107414297749859,0.0233281656207922,-0.2033707865168539,2.0561,0.3179262703787034,48642.533936651584,0.0293387826594657,102.74004524886878,0.0041598663144546,0.9798642533936652,1,0,0.1305219325640912,0.1319474910759347,0.13302361379999,2697904.9999998687,17834068.999999132,652.7653917332509,100.0,0,0,2018,13.1400176135037,3090514.999999861,19210252.99999914,-2.0437522585594636,-12.70370384751316,32.28181992116877,0.24195269727187677,-9.758047302728123,Severe Shortage,4.864253393665158,2.701343155892389,Moderate,652.7653917332509,Very High,0.9537315766409534,Neutral,1.048513045486031,6,Established,-0.3535028940772178
Bihar,2018,4W,0.1264785814858345,0.8735214185141162,20258267.999999,0.1447914544665926,-0.1766659404516543,-0.0799810443985313,-0.0966848960531229,0.1392626818600085,0.1354056121615381,0.0312015193310333,-0.0259855007009277,-0.057187020031961,,,,51777.77777777778,-0.0198107810781078,102.44853333333332,-0.0036448167504042,0.9998666666666668,0,1,0.1328136340955406,0.1266829727413766,0.1324074776136332,2562236.9999998733,17696030.99999913,0.0,0.0,1,1,2018,12.647858148584074,,,0.0,0.0,29.497596030142653,0.0,-10.0,Severe Shortage,9.177777777777777,1.378095924179863,Very Strong,0.0,Low,0.9759697226835201,Neutral,1.024621949593279,6,Established,2.3901219579642863
Bihar,2019,4W,0.1328136340955406,0.8671863659044148,22429767.999998998,0.1531544846217005,0.1626477175998941,0.0991611056739221,0.063486611925972,0.1264785814858345,0.1392626818600085,-0.0966848960531229,-0.1766659404516543,-0.0799810443985313,-0.1178571428571428,2.5194,0.2438510536814642,49152.54237288136,-0.0507019713392014,102.28830508474576,-0.0015639877250973,1.0376694915254236,1,0,0.1266829727413766,0.1324074776136332,0.1318365780364656,2978978.9999998654,19450788.999999132,546.9522560630788,100.0,0,0,2018,13.281363409554652,2562236.9999998733,17696030.99999913,2.355002522599488,16.264765412112876,33.69319365545569,0.18360393143526813,-9.816396068564732,Severe Shortage,4.915254237288136,2.7020704867714636,Moderate,546.9522560630788,Very High,1.0144556512748115,Neutral,0.9857503368859488,6,Established,2.3901219579642863
Bihar,2020,4W,0.1266829727413766,0.8733170272585804,23246959.999999,0.1450593813333331,-0.0114082710888528,0.0437605384542498,-0.0551688095431027,0.1328136340955406,0.1264785814858345,0.063486611925972,0.1626477175998941,0.0991611056739221,0.8016194331983806,4.628,0.3967941173547608,50000.0,0.0172413793103447,102.26463035019457,-0.0002314510396042,0.9834241245136188,1,1,0.1324074776136332,0.1318365780364656,0.1383560536686395,2944993.9999998724,20301965.99999913,922.4256974381431,100.0,1,1,2018,12.668297274138205,2978978.9999998654,19450788.999999132,-0.17472298040333853,-1.1408267259261409,33.20536369756746,0.31321819244391774,-9.686781807556082,Severe Shortage,9.0,1.407588586015356,Very Strong,922.4256974381431,Very High,0.9616463885372541,Neutral,1.0398832792593178,6,Established,2.3901219579642863
Bihar,2021,4W,0.1324074776136332,0.8675925223863187,20772134.999998998,0.152614645219395,-0.0660809495706952,-0.112315083179629,0.0462341336089338,0.1266829727413766,0.1328136340955406,-0.0551688095431027,-0.0114082710888528,0.0437605384542498,-0.2033707865168539,2.0561,0.3049861141822474,50744.68085106383,0.0148936170212765,101.90634042553192,-0.0035035566396289,0.9626808510638296,1,1,0.1318365780364656,0.1383560536686395,0.1352537032909385,2750385.9999998664,18021748.999999132,633.5212736919058,100.0,1,1,2018,13.240747761363957,2944993.9999998724,20301965.99999913,-0.9585672166643479,-6.608092713230905,32.90978205893228,0.23033904102621836,-9.769660958973782,Severe Shortage,9.074468085106382,1.4591210897634375,Very Strong,633.5212736919058,Very High,0.9446721833439881,Neutral,1.0585682712283961,6,Established,2.3901219579642863
Chhattisgarh,2018,2W,0.1312231952565141,0.8687768047434392,21358159.999999,0.1510434480946091,-0.0407361455040806,-0.0404219987475901,-0.0003141467564905,0.1312605284088624,0.1306801016477864,0.0050348510317478,-0.0101874261461574,-0.0152222771779052,,,,48819.74248927039,-0.0215321250558122,102.64210300429184,0.0041476730974501,1.015064377682403,1,0,0.129844398039508,0.1412215754224132,0.1367216572113046,2802685.999999869,18555473.999999132,0.0,0.0,0,0,2018,13.122319525652024,,,0.0,0.0,31.842289047899726,0.0,-10.0,Severe Shortage,4.8819742489270395,2.687912483056634,Moderate,0.0,Low,0.9889356784125511,Neutral,1.0111881104393052,6,Established,3.6891065501619025
Chhattisgarh,2019,2W,0.129844398039508,0.8701556019604482,22765779.999999,0.1492195746684801,0.0547057358548193,0.0675971414149807,-0.0128914055601614,0.1312231952565141,0.1312605284088624,-0.0003141467564905,-0.0407361455040806,-0.0404219987475901,,6.0804,0.5271989719492696,50498.00796812749,0.034376778599886,102.51780876494024,-0.0012109479026011,0.989601593625498,0,1,0.1412215754224132,0.1367216572113046,0.132006517299874,2956008.9999998705,19809770.999999132,1200.2095811623242,100.0,1,1,2018,12.98443980395137,2802685.999999869,18555473.999999132,0.826295203976231,5.470571633579081,31.915253814568374,0.406023655936899,-9.593976344063101,Severe Shortage,9.049800796812749,1.4347763111564138,Very Strong,1200.2095811623242,Very High,0.9652972547379777,Neutral,1.0359503200611941,6,Established,3.6891065501619025
Chhattisgarh,2020,2W,0.1412215754224132,0.8587784245775397,21227931.999999,0.1644445260107209,0.0141518513644578,-0.0797425169629674,0.0938943683274252,0.129844398039508,0.1312231952565141,-0.0128914055601614,0.0547057358548193,0.0675971414149807,-0.7344582593250444,1.6146,0.1313374722362522,54092.9203539823,0.0711891920196889,102.42553097345132,-0.0009001147468973,1.0193805309734514,1,1,0.1367216572113046,0.132006517299874,0.1268988122543995,2997841.999999859,18230089.999999143,278.802292968305,100.0,1,1,2018,14.122157542241986,2956008.9999998705,19809770.999999132,0.21117355616203048,1.4151846576970373,32.224250467211654,0.09300099637283021,-9.90699900362717,Severe Shortage,9.40929203539823,1.5008735502218145,Very Strong,278.802292968305,High,0.9952406604928166,Neutral,1.0047820991405503,6,Established,3.6891065501619025
Chhattisgarh,2021,2W,0.1367216572113046,0.8632783427886517,22852655.999998998,0.1583747582441305,0.0422340470244928,0.0821780364222009,-0.039943989397708,0.1412215754224132,0.129844398039508,0.0938943683274252,0.0141518513644578,-0.0797425169629674,2.9866220735785958,3.4568,0.561524315905325,51619.43319838057,-0.0457266337150095,102.5021862348178,0.0007483999412838,1.0175303643724696,1,1,0.132006517299874,0.1268988122543995,0.1377708654937599,3124452.9999998636,19728202.999999136,1283.2322027019723,100.0,1,1,2018,13.67216572113106,2997841.999999859,18230089.999999143,0.6945165550737548,4.223403293635144,34.95803853419512,0.41070619487700033,-9.589293805122999,Severe Shortage,9.161943319838056,1.4922779200704253,Very Strong,1283.2322027019723,Very High,0.9926913773736041,Neutral,1.0073624318624914,6,Established,3.6891065501619025
Chhattisgarh,2018,3W,0.133602820874416,0.8663971791255404,22916581.999999,0.154204872647888,0.0381192793532012,0.0229331827559726,0.0151860965972285,0.1319062141783372,0.1294696907733225,0.0212098119625692,-0.0004250056514906,-0.0216348176140598,,,,49789.91596638656,-0.0325374052059848,102.28235294117648,-0.0070900635035047,1.019915966386555,1,0,0.1288345670068456,0.1310715335937681,0.1345190864055812,3061719.999999866,19854861.999999136,0.0,0.0,0,0,2018,13.360282087442183,,,0.0,0.0,34.785264287093106,0.0,-10.0,Severe Shortage,4.9789915966386555,2.6833309171402866,Moderate,0.0,Low,0.9971573170330936,Neutral,1.0028507868501275,6,Established,-2.95755417074014
Chhattisgarh,2019,3W,0.1288345670068456,0.8711654329931116,23328024.999999,0.1478874324441107,-0.018376598774545,0.0235562956821357,-0.0419328944566808,0.133602820874416,0.1319062141783372,0.0151860965972285,0.0381192793532012,0.0229331827559726,0.5617198335644937,6.0804,0.4913472696358701,49803.92156862745,0.0002812939521799,101.34850980392156,-0.0091300513764283,0.9823921568627452,0,0,0.1310715335937681,0.1345190864055812,0.1251360781998517,3005455.999999869,20322568.999999132,1146.216138974732,100.0,0,0,2018,12.88345670068511,3061719.999999866,19854861.999999136,-0.283376420174741,-1.8376592772495994,32.44912010366593,0.38137844605769705,-9.618621553942303,Severe Shortage,4.980392156862745,2.5868357942320497,Moderate,1146.216138974732,Very High,0.9693207712312438,Neutral,1.0316502335236117,6,Established,-2.95755417074014
Chhattisgarh,2020,3W,0.1310715335937681,0.8689284664061917,24872257.999999,0.1508425466751258,0.0847089426695981,0.0634587093787206,0.0212502332908774,0.1288345670068456,0.133602820874416,-0.0419328944566808,-0.018376598774545,0.0235562956821357,-0.7344582593250444,1.6146,0.1281720162216167,52169.81132075472,0.0475040855742088,102.05064150943396,0.0069278937289833,0.9775094339622642,1,1,0.1345190864055812,0.1251360781998517,0.131232425306645,3260044.9999998678,21612212.999999132,318.7927455844236,100.0,1,1,2018,13.107153359377339,3005455.999999869,20322568.999999132,1.2527401800068076,8.470891448455582,35.042709593895104,0.09778783593000603,-9.902212164069994,Severe Shortage,9.216981132075471,1.4220657687758425,Very Strong,318.7927455844236,Very High,0.9578670153405154,Neutral,1.0439862569487337,6,Established,-2.95755417074014
Chhattisgarh,2021,3W,0.1345190864055812,0.8654809135943707,20800170.999999,0.1554268024468815,-0.1417235038166651,-0.1670380539003572,0.0253145500836921,0.1310715335937681,0.1288345670068456,0.0212502332908774,0.0847089426695981,0.0634587093787206,2.9866220735785958,3.4568,0.4792488078568304,47345.13274336283,-0.0924802765286689,102.67907079646018,0.0061580140774335,0.9860176991150442,1,0,0.1251360781998517,0.131232425306645,0.1303141680010803,2798019.999999864,18002150.999999136,996.8457154968215,100.0,0,0,2018,13.451908640558766,3260044.9999998678,21612212.999999132,-2.1377957852907725,-14.1723460343818,31.30573286890478,0.3562682595181128,-9.643731740481886,Severe Shortage,4.734513274336283,2.841244254921758,Moderate,996.8457154968215,Very High,0.960290827981506,Neutral,1.0413511936815654,6,Established,-2.95755417074014
Chhattisgarh,2018,4W,0.1305901854420081,0.8694098145579475,22493014.999999,0.1502053842157539,0.0158655116458907,-0.0196705570578197,0.0355360687037105,0.1266003340086336,0.1356492643346921,-0.0792294794659215,-0.0418921117498515,0.0373373677160699,,,,48192.77108433735,0.0407273264838494,102.61638554216869,0.0046867728364501,0.9984738955823294,1,0,0.1349807960868096,0.1306595952351106,0.1343749832880789,2937366.9999998696,19555647.999999132,0.0,0.0,0,0,2018,13.05901854420139,,,0.0,0.0,33.37244666500717,0.0,-10.0,Severe Shortage,4.819277108433735,2.7097463479217883,Moderate,0.0,Low,0.9730160444717878,Neutral,1.0277322821977315,6,Established,0.8761201569253307
Chhattisgarh,2019,4W,0.1349807960868096,0.8650192039131495,24452307.999998998,0.1560435183781697,0.1236566625825101,0.0816167278118322,0.0420399347706779,0.1305901854420081,0.1266003340086336,0.0355360687037105,0.0158655116458907,-0.0196705570578197,0.5617198335644937,6.0804,0.5005998526651052,50471.698113207545,0.0472877358490566,102.73758490566036,0.0011810917218664,0.9900377358490566,0,1,0.1306595952351106,0.1343749832880789,0.1328309100691592,3300591.999999863,21151715.999999136,1224.0821782121773,100.0,1,1,2018,13.498079608681513,2937366.9999998696,19555647.999999132,1.857391692804517,12.365662048473654,35.635626081765686,0.3708674620226396,-9.62913253797736,Severe Shortage,9.047169811320755,1.4919670891764758,Very Strong,1224.0821782121773,Very High,0.9636568124101487,Neutral,1.0377138283274887,6,Established,0.8761201569253307
